Diphone	Spectrogram	Word	Word count	Position from the word's start	Position from the word's end	Sample duration	Utterance	Speaker's gender	Speech type
D_SIL	D_SIL_01.png	AND _SIL_	1972	3	1	00.13	5767-48579-0014	M	read
D_SIL	D_SIL_02.png	SAID _SIL_	2112	3	1	00.11	6159-58440-0028	M	read
D_SIL	D_SIL_03.png	GOOD _SIL_	394	3	1	00.07	4507-16021-0027	F	read
D_SIL	D_SIL_04.png	WORLD _SIL_	1336	5	1	00.11	404-132014-0008	F	read
D_SIL	D_SIL_05.png	SIDE _SIL_	477	4	1	00.12	2792-152929-0059	F	read
D_SIL	D_SIL_06.png	GOD _SIL_	386	3	1	00.17	5198-204975-0053	M	read
D_SIL	D_SIL_07.png	DID _SIL_	308	3	1	00.04	6519-69412-0008	F	read
D_SIL	D_SIL_08.png	WORD _SIL_	285	4	1	00.09	4545-9166-0113	M	read
D_SIL	D_SIL_09.png	FOOD _SIL_	235	3	1	00.11	SamHarris_2010@556.04:559.87	M	spontaneous
D_SIL	D_SIL_10.png	HAD _SIL_	232	3	1	00.21	6637-69607-0059	F	read
N_SIL	N_SIL_01.png	TERN _SIL_	2	2	1	00.26	208-128036-0005	F	read
N_SIL	N_SIL_02.png	ON _SIL_	1071	2	1	00.16	7708-293973-0001	F	read
N_SIL	N_SIL_03.png	IN _SIL_	916	2	1	00.16	3914-10089-0035	M	read
N_SIL	N_SIL_04.png	AGAIN _SIL_	1344	4	1	00.10	8753-297962-0025	M	read
N_SIL	N_SIL_05.png	MAN _SIL_	1266	3	1	00.18	7697-245712-0018	M	read
N_SIL	N_SIL_06.png	ONE _SIL_	1212	3	1	00.05	SamHarris_2010@512.73:516.51	M	spontaneous
N_SIL	N_SIL_07.png	DOWN _SIL_	552	4	1	00.10	GoogleScienceFairWinners_2011X@491.73:496.42	F	spontaneous
N_SIL	N_SIL_08.png	SEEN _SIL_	238	3	1	00.18	3340-169293-0012	M	read
N_SIL	N_SIL_09.png	GONE _SIL_	231	3	1	00.17	2990-6534-0049	M	read
N_SIL	N_SIL_10.png	AFTERNOON _SIL_	157	8	1	00.09	7383-95441-0082	F	read
S_SIL	S_SIL_01.png	US _SIL_	1190	2	1	00.23	2002-139469-0089	M	read
S_SIL	S_SIL_02.png	ELSE _SIL_	285	3	1	00.20	5893-54391-0018	F	read
S_SIL	S_SIL_03.png	YES _SIL_	387	3	1	00.06	IngeMissmahl_2010G@95.38:103.91	F	spontaneous
S_SIL	S_SIL_04.png	THIS _SIL_	1546	3	1	00.13	5979-42002-0000	M	read
S_SIL	S_SIL_05.png	HOUSE _SIL_	738	4	1	00.17	3994-156757-0010	F	read
S_SIL	S_SIL_06.png	PLACE _SIL_	658	5	1	00.26	7704-106965-0016	M	read
S_SIL	S_SIL_07.png	ONCE _SIL_	368	4	1	00.09	7683-103530-0014	F	read
S_SIL	S_SIL_08.png	COURSE _SIL_	323	4	1	00.07	DavidCameron_2010@16.13:18.29	M	spontaneous
S_SIL	S_SIL_09.png	STATES _SIL_	209	6	1	00.16	8718-295445-0029	F	read
S_SIL	S_SIL_10.png	USE _SIL_	184	3	1	00.16	4090-183987-0022	F	read
SIL_K	SIL_K_01.png	_SIL_ CAN	413	1	3	00.09	8321-274737-0003	F	read
SIL_K	SIL_K_02.png	_SIL_ COME	357	1	3	00.09	6557-66462-0045	F	read
SIL_K	SIL_K_03.png	_SIL_ COULD	326	1	3	00.08	3845-176676-0001	M	read
SIL_K	SIL_K_04.png	_SIL_ KEEP	80	1	3	00.25	3157-119295-0009	F	read
SIL_K	SIL_K_05.png	_SIL_ COOL	7	1	3	00.04	CharlesFleischer_2005@240.68:247.85	M	spontaneous
SIL_K	SIL_K_06.png	_SIL_ KING	46	1	3	00.08	8441-281327-0033	F	read
SIL_K	SIL_K_07.png	_SIL_ CAME	177	1	4	00.07	2568-156116-0000	F	read
SIL_K	SIL_K_08.png	_SIL_ CRIED	166	1	5	00.06	8071-114975-0025	F	read
SIL_K	SIL_K_09.png	_SIL_ QUITE	102	1	5	00.07	1634-141571-0026	M	read
SIL_K	SIL_K_10.png	_SIL_ CALLED	83	1	4	00.08	7205-50138-0016	F	read
R_SIL	R_SIL_01.png	'RE _SIL_	2	1	1	00.07	AndrewMcAfee_2013@276.52:287.77	M	spontaneous
R_SIL	R_SIL_02.png	ARE _SIL_	517	2	1	00.08	SherryTurkle_2012@166.27:168.29	F	spontaneous
R_SIL	R_SIL_03.png	MORE _SIL_	718	3	1	00.11	1556-143307-0064	M	read
R_SIL	R_SIL_04.png	HER _SIL_	2256	3	1	00.09	4899-32658-0018	F	read
R_SIL	R_SIL_05.png	THERE _SIL_	1245	3	1	00.06	JeffHancock_2012X@115.19:130.36	M	spontaneous
R_SIL	R_SIL_06.png	HERE _SIL_	1145	3	1	00.03	3546-9321-0023	F	read
R_SIL	R_SIL_07.png	YEAR _SIL_	456	3	1	00.12	NormanFoster_2007P@116.54:119.32	F	spontaneous
R_SIL	R_SIL_08.png	GRANDEUR _SIL_	18	7	1	00.17	1094-157768-0018	M	read
R_SIL	R_SIL_09.png	DEMEANOUR _SIL_	6	8	1	00.11	730-358-0047	F	read
R_SIL	R_SIL_10.png	SEPULCHRE _SIL_	4	8	1	00.29	3503-127083-0038	M	read
AA_IY	AA_IY_02.png	I HAVE	9512	1	4	00.08	2660-173260-0003	M	read
AA_IY	AA_IY_03.png	I WAS	9415	1	4	00.04	JJAbrams_2007@865.96:872.64	M	spontaneous
AA_IY	AA_IY_04.png	MY	49643	2	1	00.04	JonathanEisen_2012P@96.5:105	M	spontaneous
AA_IY	AA_IY_05.png	BY	49187	2	1	00.08	MartinRees_2005G@652.16:660.74	M	spontaneous
AA_IY	AA_IY_07.png	LIKE	24030	2	2	00.04	DavidMacaulay_2002@958.65:967.32	M	spontaneous
AA_IY	AA_IY_08.png	TIME	21125	2	2	00.10	6395-84349-0028	M	read
AA_IY	AA_IY_09.png	AND I	13249	4	1	00.03	1246-135815-0024	F	read
AA_IY	AA_IY_10.png	BY THE	12528	2	3	00.05	1845-147962-0007	F	read
SIL_P	SIL_P_01.png	_SIL_ PERHAPS	428	1	7	00.07	614-12876-0012	F	read
SIL_P	SIL_P_02.png	_SIL_ PEOPLE	277	1	5	00.07	7584-266228-0037	F	read
SIL_P	SIL_P_03.png	_SIL_ PROBABLY	100	1	8	00.07	4872-20426-0054	M	read
SIL_P	SIL_P_04.png	_SIL_ POOH	7	1	2	00.17	7026-86943-0005	F	read
SIL_P	SIL_P_05.png	_SIL_ PAUL	40	1	3	00.09	2830-3980-0059	M	read
SIL_P	SIL_P_06.png	_SIL_ PAY	14	1	3	00.07	SanjayDastoor_2013@92.62:102.37	M	spontaneous
SIL_P	SIL_P_07.png	_SIL_ PLEASE	91	1	4	00.06	8183-118128-0025	F	read
SIL_P	SIL_P_10.png	_SIL_ PASSING	27	1	5	00.08	MichaelTilsonThomas_2012@949.25:950.76	M	spontaneous
IH_NG	IH_NG_01.png	ENGLISH	1782	1	5	00.03	1160-139336-0033	M	read
IH_NG	IH_NG_02.png	INK	205	1	2	00.12	BobMankoff_2013S@180.76:184.75	M	spontaneous
IH_NG	IH_NG_03.png	GOING	11357	4	1	00.03	GoogleScienceFairWinners_2011X@491.73:496.42	F	spontaneous
IH_NG	IH_NG_04.png	BEING	9882	3	1	00.04	6563-285357-0008	M	read
IH_NG	IH_NG_05.png	SOMETHING	9078	5	1	00.03	2660-173260-0003	M	read
IH_NG	IH_NG_06.png	THINK	14665	2	2	00.03	IanDunbar_2007P@842.86:852.78	M	spontaneous
IH_NG	IH_NG_07.png	THINGS	10377	2	2	00.17	JonathanEisen_2012P@96.5:105	M	spontaneous
IH_NG	IH_NG_08.png	GOING TO	7105	4	3	00.03	CharlesElachi_2008P@1277.30:1285.62	M	spontaneous
IH_NG	IH_NG_09.png	HAVING	5392	4	1	00.05	7387-97901-0011	F	read
S_T	S_T_01.png	STILL	9092	1	3	00.08	7276-92427-0020	F	read
S_T	S_T_02.png	STOOD	4214	1	3	00.07	5285-80687-0073	F	read
S_T	S_T_03.png	STORY	3423	1	4	00.08	289-121652-0029	F	read
S_T	S_T_04.png	JUST	15937	3	1	00.03	TierneyThys_2003@771.42:777.94	F	spontaneous
S_T	S_T_05.png	FIRST	13504	4	1	00.03	IanDunbar_2007P@842.86:852.78	M	spontaneous
S_T	S_T_06.png	MOST	11153	4	1	00.03	JackAndraka_2013@229.86:240.19	F	spontaneous
S_T	S_T_07.png	MISTER	11226	3	3	00.04	1265-135635-0033	M	read
S_T	S_T_08.png	LAST	9122	3	1	00.10	7276-92427-0020	F	read
S_T	S_T_09.png	AGAINST	5496	5	1	00.13	711-187466-0060	M	read
S_T	S_T_10.png	NEXT	5062	4	1	00.03	1898-145724-0026	F	read
AH_L	AH_L_02.png	ALONG	3711	1	3	00.04	3005-163399-0029	M	read
AH_L	AH_L_03.png	A LOT	2710	1	3	00.05	SarahJones_2009@500.45:511.33	F	spontaneous
AH_L	AH_L_04.png	LITTLE	20371	4	1	00.06	6395-84349-0028	M	read
AH_L	AH_L_05.png	PEOPLE	15657	4	1	00.03	StefanaBroadbent_2009G@23.53:32.36	F	spontaneous
AH_L	AH_L_06.png	ABLE	3493	4	1	00.03	EricaFrenkel_2011X@53.94:66.29	F	spontaneous
AH_L	AH_L_09.png	THE LAST	3104	2	4	00.04	EllenGustafson_2010X@164.29:172.50	F	spontaneous
AH_L	AH_L_10.png	BEAUTIFUL	3043	7	1	00.03	517-121740-0013	M	read
NG_SIL	NG_SIL_01.png	NG _SIL_	1	2	1	00.21	DaphneKoller_2012G@177.11:184.58	F	spontaneous
NG_SIL	NG_SIL_02.png	LONG _SIL_	267	3	1	00.14	JustinHallTipping_2011G@135.01:136.63	M	spontaneous
NG_SIL	NG_SIL_03.png	YOUNG _SIL_	97	3	1	00.11	6206-14960-0028	F	read
NG_SIL	NG_SIL_04.png	THING _SIL_	537	3	1	00.21	ThandieNewton_2011G@739.32:742.04	F	spontaneous
NG_SIL	NG_SIL_05.png	SANG _SIL_	23	3	1	00.17	5133-80690-0042	F	read
NG_SIL	NG_SIL_06.png	ARMSTRONG _SIL_	4	8	1	00.17	6726-93466-0016	F	read
NG_SIL	NG_SIL_07.png	JUNG _SIL_	2	3	1	00.14	8238-274553-0022	F	read
NG_SIL	NG_SIL_08.png	FARING _SIL_	1	5	1	00.11	7925-271896-0018	F	read
AO_UH	AO_UH_01.png	ONLY	17244	1	4	00.06	1265-135635-0033	M	read
AO_UH	AO_UH_02.png	OVER	15554	1	4	00.06	3699-47246-0007	M	read
AO_UH	AO_UH_03.png	OLD	13190	1	3	00.21	7794-295948-0004	F	read
AO_UH	AO_UH_04.png	SO	57723	2	1	00.03	5719-233361-0056	M	read
AO_UH	AO_UH_05.png	NO	33275	2	1	00.03	DanBuettner_2009X@801.97:809.19	F	spontaneous
AO_UH	AO_UH_06.png	GO	14815	2	1	00.04	6159-58440-0028	M	read
AO_UH	AO_UH_07.png	THOSE	11520	2	2	00.05	GoogleScienceFairWinners_2011X@491.73:496.42	F	spontaneous
AO_UH	AO_UH_08.png	GOING	11357	2	3	00.04	GoogleScienceFairWinners_2011X@491.73:496.42	F	spontaneous
AO_UH	AO_UH_09.png	MOST	11153	2	3	00.03	JackAndraka_2013@229.86:240.19	F	spontaneous
AO_UH	AO_UH_10.png	DON'T	10322	2	3	00.03	1265-135635-0033	M	read
L_SIL	L_SIL_02.png	WELL _SIL_	973	3	1	00.23	5285-80687-0073	F	read
L_SIL	L_SIL_03.png	WILL _SIL_	397	3	1	00.18	AnthonyAtala_2011@303.52:306.16	M	spontaneous
L_SIL	L_SIL_04.png	PEOPLE _SIL_	893	5	1	00.13	SamanthaPower_2008@142.10:144.70	F	spontaneous
L_SIL	L_SIL_05.png	GIRL _SIL_	313	4	1	00.22	7205-50138-0016	F	read
L_SIL	L_SIL_06.png	SCHOOL _SIL_	263	4	1	00.18	SarahJayneBlakemore_2012G@809.5:823.19	F	spontaneous
L_SIL	L_SIL_07.png	SOUL _SIL_	244	4	1	00.14	7794-295948-0021	F	read
L_SIL	L_SIL_08.png	SMILE _SIL_	220	5	1	00.20	8259-276912-0025	F	read
L_SIL	L_SIL_09.png	SHALL _SIL_	20	3	1	00.20	7569-102240-0025	M	read
L_SIL	L_SIL_10.png	DOLL _SIL_	18	3	1	00.16	5731-50778-0033	F	read
N_T	N_T_02.png	N'T KNOW	5	1	4	00.05	289-121665-0017	F	read
N_T	N_T_03.png	N'T YOU	3	1	3	00.08	5808-54425-0038	M	read
N_T	N_T_04.png	WENT	11376	3	1	00.03	DavidMacaulay_2002@958.65:967.32	M	spontaneous
N_T	N_T_06.png	WANT	7481	3	1	00.03	PeterTyack_2010Z@54.42:69.22	M	spontaneous
N_T	N_T_08.png	MOMENT	5690	6	1	00.06	WilliamUry_2010X@1049.94:1060.33	M	spontaneous
N_T	N_T_09.png	TWENTY	4980	4	2	00.05	JohnDoerr_2007@519.48:530.29	M	spontaneous
SIL_B	SIL_B_01.png	_SIL_ BUT	15982	1	3	00.19	3334-171008-0020	F	read
SIL_B	SIL_B_02.png	_SIL_ BY	1709	1	3	00.08	1154-134886-0026	F	read
SIL_B	SIL_B_03.png	_SIL_ BECAUSE	1323	1	5	00.06	2448-141428-0036	M	read
SIL_B	SIL_B_04.png	_SIL_ BE	288	1	2	00.07	310-129055-0018	F	read
SIL_B	SIL_B_06.png	_SIL_ BROUGHT	67	1	4	00.05	4014-186175-0024	M	read
SIL_B	SIL_B_07.png	_SIL_ BOTH	231	1	4	00.07	2334-150916-0019	M	read
SIL_B	SIL_B_08.png	_SIL_ BETTER	75	1	5	00.07	1472-285314-0018	F	read
SIL_B	SIL_B_09.png	_SIL_ BLACK	54	1	4	00.05	4363-14936-0077	F	read
SIL_B	SIL_B_10.png	_SIL_ BEAUTIFUL	28	1	8	00.07	8587-281197-0024	M	read
SIL_D	SIL_D_01.png	_SIL_ DO	776	1	2	00.03	DanBarber_2010@738.474:740.42	M	spontaneous
SIL_D	SIL_D_02.png	_SIL_ DON'T	436	1	5	00.08	7285-72200-0076	F	read
SIL_D	SIL_D_03.png	_SIL_ DID	398	1	3	00.08	5338-284437-0004	F	read
SIL_D	SIL_D_06.png	_SIL_ DOWN	132	1	4	00.08	2526-156098-0011	M	read
SIL_D	SIL_D_07.png	_SIL_ DURING	261	1	5	00.08	5893-54391-0018	F	read
SIL_D	SIL_D_08.png	_SIL_ DAVID	41	1	6	00.07	3853-163249-0014	F	read
SIL_D	SIL_D_09.png	_SIL_ DRAWING	31	1	5	00.08	6446-78193-0011	M	read
SIL_D	SIL_D_10.png	_SIL_ DANTES	11	1	6	00.07	38-121024-0017	M	read
SIL_F	SIL_F_02.png	_SIL_ FROM	1251	1	4	00.07	8678-280914-0072	F	read
SIL_F	SIL_F_03.png	_SIL_ FIRST	260	1	5	00.08	JulianTreasure_2010G@323.2:334.06	M	spontaneous
SIL_F	SIL_F_04.png	_SIL_ FEW	51	1	3	00.03	BenDunlap_2007@33.90:38.24	M	spontaneous
SIL_F	SIL_F_05.png	_SIL_ FOOD	29	1	3	00.06	1734-142311-0054	F	read
SIL_F	SIL_F_06.png	_SIL_ FELT	40	1	4	00.05	3285-121401-0032	M	read
SIL_F	SIL_F_07.png	_SIL_ FIVE	177	1	4	00.07	7994-258960-0055	F	read
SIL_F	SIL_F_08.png	_SIL_ FIFTY	60	1	5	00.14	ClayShirky_2005G@1184.48:1192.49	M	spontaneous
SIL_F	SIL_F_09.png	_SIL_ FEELING	52	1	5	00.08	4788-294466-0005	M	read
SIL_F	SIL_F_10.png	_SIL_ FAST	24	1	4	00.04	SherylSandberg_2010W@757.61:763.31	F	spontaneous
SIL_R	SIL_R_01.png	_SIL_ RIGHT	253	1	4	00.09	RonEglash_2007G@822.51:830.35	M	spontaneous
SIL_R	SIL_R_02.png	_SIL_ REALLY	222	1	4	00.09	4160-14187-0015	F	read
SIL_R	SIL_R_03.png	_SIL_ RATHER	101	1	5	00.14	YashengHuang_2011G@188.87:192.03	M	spontaneous
SIL_R	SIL_R_04.png	_SIL_ READ	37	1	3	00.07	7079-2333-0000	F	read
SIL_R	SIL_R_05.png	_SIL_ REAL	27	1	3	00.03	EveEnsler_2005G@35.25:43.83	F	spontaneous
SIL_R	SIL_R_06.png	_SIL_ RUTH	22	1	3	00.11	7898-273041-0001	F	read
SIL_R	SIL_R_07.png	_SIL_ RUNNING	43	1	5	00.10	7938-110127-0026	M	read
SIL_R	SIL_R_08.png	_SIL_ ROSE	36	1	4	00.09	6993-83607-0011	M	read
SIL_R	SIL_R_09.png	_SIL_ RURAL	2	1	5	00.07	MarisaFickJordan_2007G@27.38:35.3	F	spontaneous
SIL_M	SIL_M_01.png	_SIL_ MY	1801	1	3	00.08	LZGranderson_2012X@293.66:302.26	M	spontaneous
SIL_M	SIL_M_02.png	_SIL_ MISTER	812	1	6	00.08	2204-131732-0115	F	read
SIL_M	SIL_M_03.png	_SIL_ MORE	355	1	3	00.04	JulieBurstein_2012@184.97:186.65	F	spontaneous
SIL_M	SIL_M_05.png	_SIL_ MAN	66	1	3	00.81	WadeDavis_2012@127.83:129.94	M	spontaneous
SIL_M	SIL_M_06.png	_SIL_ MUST	158	1	4	00.08	8254-115543-0044	F	read
SIL_M	SIL_M_07.png	_SIL_ MANY	333	1	4	00.10	6821-74179-0012	F	read
SIL_M	SIL_M_08.png	_SIL_ MEANWHILE	99	1	7	00.11	4137-11701-0018	F	read
SIL_M	SIL_M_09.png	_SIL_ MOVING	34	1	5	00.10	8131-117016-0021	M	read
SIL_M	SIL_M_10.png	_SIL_ MUSIC	23	1	6	00.03	ZeFrank_2004@1112.07:1122.46	M	spontaneous
R_IY	R_IY_01.png	REASON	3225	1	4	00.09	4680-16042-0034	F	read
R_IY	R_IY_02.png	REAL	2736	1	2	00.08	39-121914-0002	F	read
R_IY	R_IY_04.png	VERY	25065	3	1	00.04	ChimamandaAdichie_2009G@733.84:739.88	F	spontaneous
R_IY	R_IY_05.png	EVERY	10631	4	1	00.03	DanBuettner_2009X@801.97:809.19	F	spontaneous
R_IY	R_IY_06.png	THREE	9916	2	1	00.14	122-129752-0008	M	read
R_IY	R_IY_07.png	COUNTRY	4391	5	1	00.06	517-121740-0013	M	read
R_IY	R_IY_08.png	EVERYTHING	3681	3	4	00.04	7331-86025-0028	F	read
R_IY	R_IY_09.png	STORY	3423	4	1	00.03	289-121652-0029	F	read
SIL_IH	SIL_IH_01.png	_SIL_ IT	8964	1	2	00.23	7912-105669-0045	M	read
SIL_IH	SIL_IH_02.png	_SIL_ IN	7276	1	2	00.09	6378-61780-0009	F	read
SIL_IH	SIL_IH_05.png	_SIL_ EARS	6	1	3	00.11	4310-14900-0012	F	read
SIL_IH	SIL_IH_06.png	_SIL_ ISSUED	8	1	4	00.10	2137-131748-0001	M	read
SIL_IH	SIL_IH_07.png	_SIL_ EXCEPT	186	1	6	00.11	6196-41030-0043	M	read
SIL_IH	SIL_IH_08.png	_SIL_ IMAGINE	87	1	6	00.07	JannaLevin_2011@534.15:546.78	F	spontaneous
SIL_IH	SIL_IH_09.png	_SIL_ EXACTLY	43	1	8	00.03	4594-901-0060	M	read
SIL_IH	SIL_IH_10.png	_SIL_ ELIZABETH	31	1	8	00.09	956-157879-0042	F	read
N_D	N_D_01.png	NDEBELE	1	1	5	00.07	SakiMafundikwa_2013@207.02:224.17	M	spontaneous
N_D	N_D_02.png	AND	408321	2	1	00.04	7794-295948-0004	F	read
N_D	N_D_03.png	AND THE	27024	2	3	00.03	8300-275128-0035	F	read
N_D	N_D_04.png	HAND	8315	3	1	00.07	6333-39676-0030	M	read
N_D	N_D_05.png	FOUND	8090	4	1	00.03	7938-110128-0017	M	read
N_D	N_D_06.png	FIND	6400	4	1	00.03	5719-233361-0056	M	read
N_D	N_D_07.png	AND I	13249	2	3	00.03	1246-135815-0024	F	read
N_D	N_D_08.png	AND HE	7408	2	3	00.03	7113-86041-0100	F	read
N_D	N_D_09.png	AND A	7298	2	2	00.04	39-121914-0002	F	read
SIL_T	SIL_T_03.png	_SIL_ TAKE	279	1	4	00.08	5656-44577-0025	M	read
SIL_T	SIL_T_04.png	_SIL_ T	24	1	2	00.05	1088-134315-0015	F	read
SIL_T	SIL_T_05.png	_SIL_ TOOK	120	1	3	00.03	RayZahab_2009@30.44:42.83	M	spontaneous
SIL_T	SIL_T_06.png	_SIL_ TALK	50	1	3	00.26	ShlomoBenartzi_2011S@15.56:20.17	M	spontaneous
SIL_T	SIL_T_07.png	_SIL_ TWENTY	132	1	6	00.31	3559-165413-0124	F	read
SIL_T	SIL_T_08.png	_SIL_ TODAY	108	1	5	00.08	JasonPontin_2013U@395.72:404.48	M	spontaneous
SIL_T	SIL_T_09.png	_SIL_ TIME	98	1	4	00.08	3500-134409-0032	F	read
SIL_T	SIL_T_10.png	_SIL_ TRYING	61	1	6	00.08	101-126860-0002	M	read
SIL_L	SIL_L_01.png	_SIL_ LET	816	1	3	00.08	PhilHansen_2013@448.87:452.22	M	spontaneous
SIL_L	SIL_L_02.png	_SIL_ LIKE	631	1	4	00.07	4770-25951-0011	F	read
